WN,3442,RDU,MDW,05:15 am,06:15 am
AA,3391,LFT,DFW,06:00 am,07:36 am
AA,5930,ROC,PHL,06:00 am,07:24 am
DL,2386,SDF,ATL,06:00 am,07:25 am
AA,2020,TPA,CLT,06:00 am,07:46 am
DL,2637,BNA,ATL,06:00 am,08:09 am
DL,5039,ROC,DTW,06:15 am,07:42 am
DL,5738,CMH,DTW,06:30 am,07:48 am
WN,3540,CVG,MDW,06:35 am,06:45 am
AA,567,PHX,CLT,06:39 am,01:34 pm
AA,937,MYR,CLT,07:00 am,08:07 am
DL,1642,SRQ,ATL,07:00 am,08:40 am
DL,2594,STL,ATL,07:05 am,09:39 am
DL,2023,MSP,ATL,07:05 am,10:48 am
UA,3832,ORD,ROC,07:20 am,10:07 am
UA,4385,EWR,ROC,07:45 am,09:07 am
UA,471,IAH,IAD,07:49 am,11:50 am
AA,1115,RDU,PHL,08:00 am,09:19 am
DL,1137,RSW,ATL,08:05 am,09:53 am
WN,2061,BWI,CLT,08:10 am,09:50 am
DL,5018,DTW,MDW,08:25 am,08:49 am
AA,1206,PHL,IND,08:25 am,10:27 am
DL,1213,ATL,MCO,08:30 am,10:00 am
DL,5041,DTW,IND,08:37 am,09:49 am
DL,4061,DTW,MSN,08:39 am,09:05 am
AA,2951,PHX,BOS,08:45 am,04:42 pm
UA,3681,EWR,CMH,08:45 am,10:46 am
AA,1446,DFW,AMA,08:55 am,10:17 am
AA,2307,CLT,ORD,09:00 am,10:06 am
DL,2147,ATL,ROC,09:10 am,11:14 am
DL,2522,ATL,ICT,09:22 am,10:42 am
DL,5133,LGA,ROC,09:45 am,11:15 am
AS,2130,GEG,PDX,09:50 am,11:02 am
DL,1147,ATL,ORD,10:15 am,11:25 am
AA,6003,PHL,ROC,10:48 am,12:11 pm
WN,1285,MDW,CMH,10:55 am,01:05 pm
DL,1318,ATL,DAL,11:16 am,12:37 pm
AA,1263,BJX,DFW,11:30 am,02:52 pm
UA,703,DEN,BIL,11:31 am,01:02 pm
AA,1851,ROC,CLT,11:47 am,01:43 pm
AC,855,LHR,YYZ,12:05 pm,02:55 pm
DL,2866,TPA,MSP,12:11 pm,02:41 pm
AA,5079,ROC,DCA,12:34 pm,01:59 pm
WN,3351,ROC,CVG,12:45 pm,04:25 pm
UA,4843,IAD,ROC,12:45 pm,02:07 pm
WN,1905,SNA,SJC,01:00 pm,02:20 pm
WN,1741,MCO,MEM,01:25 pm,02:40 pm
EI,127,DUB,YYZ,01:30 pm,04:05 pm
AA,2623,DFW,CLT,02:00 pm,05:25 pm
AA,4724,IND,BOS,02:15 pm,04:25 pm
WN,1085,DEN,MSY,02:25 pm,05:55 pm
AC,117,YYZ,YVR,03:30 pm,05:20 pm
UA,203,ABQ,IAH,03:36 pm,06:43 pm
AA,1846,PHX,ELP,03:39 pm,05:51 pm
DL,1241,TPA,JFK,03:55 pm,06:44 pm
DL,5229,AZO,DTW,03:57 pm,04:50 pm
AA,1559,DFW,ORD,03:58 pm,06:15 pm
AA,1737,DFW,CLT,04:00 pm,07:24 pm
AA,6032,EVV,CLT,04:15 pm,06:51 pm
AA,2078,DFW,TYS,04:29 pm,07:24 pm
AA,6104,BOS,SYR,05:05 pm,06:26 pm
AA,5221,CLT,ROC,05:10 pm,07:02 pm
AA,2804,DFW,YYZ,05:50 pm,09:44 pm
DL,32,DFW,ATL,05:54 pm,09:00 pm
WN,2810,BWI,ROC,05:55 pm,07:10 pm
DL,296,HND,ATL,06:25 pm,06:15 pm
DL,2889,DTW,BOS,06:26 pm,08:20 pm
AA,3539,ORD,CID,07:14 pm,08:18 pm
DL,1489,ATL,FLL,07:55 pm,09:49 pm
UA,1616,IAH,MCI,08:01 pm,10:01 pm
AA,552,CLT,CID,08:20 pm,09:37 pm
AA,600,CLT,ROC,08:30 pm,10:17 pm
AA,2140,CLT,DSM,08:51 pm,10:24 pm
AA,1371,DFW,DSM,09:24 pm,11:14 pm
DL,4920,JFK,BUF,10:29 pm,12:09 am
DL,2540,ATL,ROC,10:30 pm,12:34 am
